ID,DisplayType,ItemDisplayInfoID,DefaultIconFileDataID,UiOrder
11846,11,60603,254022,1184600
11847,5,62076,134596,1184700
11848,5,61099,134674,1184800
11849,6,61882,132574,1184900
11850,11,60685,303689,1185000
11851,4,61579,309659,1185100
11852,7,97948,236966,1185200
11853,3,61106,309661,1185300
11854,8,61754,132979,1185400
11855,11,60602,304384,1185500
11856,8,61586,132976,1185600
11857,4,61112,236935,1185700
11858,5,61204,312653,1185800
11859,11,61657,303689,1185900
11860,11,60562,132462,1186000
11861,5,51122,134703,1186100
11862,8,97951,237029,1186200
11863,11,60564,303690,1186300
11864,6,97953,132580,1186400
11865,11,60430,135646,1186500
11866,11,60617,304288,1186600
11867,11,60561,293753,1186700
11868,11,61663,294470,1186800
11869,11,60674,252222,1186900
11870,11,60665,254962,1187000
11871,11,60670,253202,1187100
11872,11,120157,304103,1187200
11873,11,60671,251962,1187300
11874,11,60652,304813,1187400
11875,11,60669,303962,1187500
11876,12,169293,304104,1187600
11877,12,169074,304333,1187700
11878,11,60611,304286,1187800
11879,11,60672,306225,1187900
11880,11,119574,304332,1188000
11881,3,60570,132709,1188100
11882,11,60673,294382,1188200
11883,9,61031,133768,1188300
11884,9,61263,133770,1188400
11885,6,60568,307700,1188500
11886,4,60646,236942,1188600
11888,7,52637,132606,1188800
11889,12,169075,294383,1188900
11890,11,60572,294022,1189000
11891,7,61608,236972,1189100
11892,7,97959,315275,1189200
11893,3,61195,315276,1189300
11894,8,60781,132976,1189400
11895,12,60605,135476,1189500
11896,1,61642,135114,1189600
11897,4,62006,307765,1189700
11898,1,61763,309664,1189800
11899,4,109296,315273,1189900
11900,12,60586,305296,1190000
11901,12,133289,135431,1190100
11902,12,133290,306922,1190200
11903,0,97962,133125,1190300
11904,0,97963,133112,1190400
11905,0,97964,133127,1190500
11906,0,97965,133194,1190600
11907,0,97967,133127,1190700
11908,0,97968,133194,1190800
11909,0,97969,133079,1190900
11910,0,61984,133191,1191000
11911,0,61762,133191,1191100
11912,0,97971,133079,1191200
11913,0,97972,312650,1191300
11914,0,178181,237040,1191400
11915,0,178182,237040,1191500
11916,0,97973,312651,1191600
11917,0,97974,237040,1191700
11918,0,118048,315278,1191800
11919,0,97976,315278,1191900
11920,0,97977,133183,1192000
11921,1,61493,135113,1192100
11922,1,60774,135051,1192200
11923,1,60783,135035,1192300
11924,1,61517,135087,1192400
11925,1,60765,135061,1192500
11926,1,61834,309664,1192600
11927,1,62106,237458,1192700
11928,1,61222,135092,1192800
11929,1,61597,135114,1192900
11930,1,60900,312654,1193000
11931,1,60921,312655,1193100
11932,1,61121,315280,1193200
11933,1,59359,135066,1193300
11934,1,61137,315280,1193400
11935,1,59736,135115,1193500
11936,8,61600,309798,1193600
11937,6,61561,132574,1193700
11938,11,60658,304583,1193800
11939,11,60609,252189,1193900
11940,11,60608,254962,1194000
11941,12,169292,304104,1194100
11942,15,179863,305294,1194200
11943,8,61768,237028,1194300
11944,5,61119,315279,1194400
11945,0,97986,133082,1194500
11946,5,61860,134614,1194600
11947,1,61749,135066,1194700
11948,0,118050,315278,1194800
11949,1,61132,315280,1194900
11950,8,61240,315277,1195000
11951,3,62083,132704,1195100
11952,8,61740,132984,1195200
11953,13,59292,305180,1195300
11954,11,61692,304288,1195400
11955,11,119576,304332,1195500
11956,11,60619,305362,1195600
11957,13,61776,304710,1195700
11958,11,60542,135660,1195800
11959,11,60543,135325,1195900
11960,8,61592,132985,1196000
11961,4,61751,315273,1196100
11962,12,61271,293754,1196200
11963,11,60621,250627,1196300
11964,6,62108,132574,1196400
11965,1,61533,135098,1196500
11966,8,60907,312648,1196600
11967,11,60682,253202,1196700
11968,11,60625,250628,1196800
11969,11,60626,306225,1196900
11970,8,61303,132976,1197000
11971,11,61658,303689,1197100
11972,13,62145,306563,1197200
11973,11,60628,251962,1197300
11974,11,60684,252222,1197400
11975,12,60686,305434,1197500
11976,13,61783,306622,1197600
11977,11,60633,304384,1197700
11978,15,179864,134555,1197800
11979,4,61354,236945,1197900
11980,8,61168,315277,1198000
11981,11,60663,304384,1198100
11982,8,59444,132978,1198200
11984,8,61617,309799,1198400
11985,8,60928,312649,1198500
11986,8,61747,132979,1198600
11987,8,61301,315495,1198700
11988,3,61096,132733,1198800
11989,3,62105,309661,1198900
11990,11,60850,305964,1199000
11991,11,60810,307035,1199100
11992,11,60834,307366,1199200
11993,11,60812,306484,1199300
11994,12,60841,306485,1199400
11995,12,60842,305839,1199500
11996,12,169077,307036,1199600
11997,11,60814,305649,1199700
11998,11,60815,307037,1199800
11999,11,60838,306562,1199900
12000,11,60832,306137,1200000
12001,11,60852,306136,1200100
12002,11,60826,306709,1200200
12003,11,60845,306562,1200300
12004,11,60822,306710,1200400
12005,8,60772,315277,1200500
12006,8,61581,132988,1200600
12007,11,60715,132790,1200700
12008,12,62470,237492,1200800
12009,11,61689,251962,1200900
12010,11,110801,305703,1201000
12011,11,61690,304285,1201100
12012,11,61686,305163,1201200
12013,12,61687,304711,1201300
12014,11,110800,306486,1201400
12015,11,61688,253325,1201500
12016,3,62182,132709,1201600
12017,5,60925,312653,1201700
12018,11,60827,133489,1201800
12019,11,60835,133489,1201900
12020,5,60916,134622,1202000
12021,11,133291,135463,1202100
12022,11,60973,132392,1202200
12023,11,60980,133506,1202300
12024,11,60994,133040,1202400
12025,10,60945,135026,1202500
12026,10,60946,135026,1202600
12027,11,32032,134296,1202700
12028,11,61021,134296,1202800
12029,10,58700,135026,1202900
12030,11,61095,132395,1203000
12031,11,61117,135638,1203100
12032,12,61136,135512,1203200
12033,15,179865,133741,1203300
12034,6,61482,315274,1203400
12035,11,61992,135705,1203500
12036,11,64907,132392,1203600
12037,11,62259,135303,1203700
12038,11,62244,133502,1203800
12039,11,62984,135316,1203900
12040,11,62983,132400,1204000
12041,11,62970,135349,1204100
12042,11,62985,135329,1204200
12043,11,62977,135131,1204300
12044,11,62971,135642,1204400
12045,12,169078,135618,1204500
12046,11,62257,135145,1204600
12047,0,62986,133076,1204700
12048,0,62980,133126,1204800
12049,0,62978,133172,1204900
12050,0,62976,133073,1205000
12051,0,62987,133173,1205100
12052,0,62981,133143,1205200
12053,0,62979,133176,1205300
12054,0,178177,133077,1205400
12055,0,62982,133171,1205500
12056,0,62974,315278,1205600
12057,11,62281,135370,1205700
12058,11,62282,135370,1205800
12059,11,62283,135370,1205900
12060,11,62286,318343,1206000
12061,11,62288,135370,1206100
12062,11,62366,135565,1206200
12063,11,62414,133561,1206300
12064,11,62413,133476,1206400
12065,11,62481,132392,1206500
12066,5,62587,134583,1206600
12067,4,62594,132492,1206700
12068,7,62571,132611,1206800
12069,3,62586,135009,1206900
12070,11,62603,133053,1207000
12071,11,62602,135276,1207100
12072,3,62549,132659,1207200
12073,5,62561,134581,1207300
12074,6,62448,132543,1207400
12075,2,62563,135005,1207500
12076,3,62557,132674,1207600
12077,5,62559,134582,1207700
12078,2,62558,135005,1207800
12079,6,62564,132539,1207900
12080,3,62565,132665,1208000
12081,5,62419,134581,1208100
12082,2,62417,135005,1208200
12083,11,136797,135146,1208300
12084,11,62972,135654,1208400
12085,8,10526,132955,1208500
12086,12,169079,135612,1208600
12087,3,62614,135011,1208700
12088,5,62671,134582,1208800
12089,6,62617,132540,1208900
12090,3,62618,132663,1209000
12091,4,71534,132490,1209100
12092,3,65789,132655,1209200
12093,4,98021,132491,1209300
12094,3,62490,135018,1209400
12095,5,62492,134582,1209500
12096,6,62493,132539,1209600
12097,3,62630,133765,1209700
12098,3,65787,132657,1209800
12099,3,62635,132719,1209900
12100,6,62637,132538,1210000
12101,5,62686,133826,1210100
12102,8,62736,133808,1210200
12103,4,65543,132490,1210300
12104,6,62743,132570,1210400
12105,8,62546,132940,1210500
12106,8,25017,132958,1210600
12107,3,62703,132720,1210700
12108,7,62750,132606,1210800
12109,4,62758,132503,1210900
12110,6,62760,132542,1211000
12111,4,62742,236901,1211100
12112,3,62746,132639,1211200
12113,6,62751,132535,1211300
12114,5,62759,134583,1211400
12115,11,62752,133044,1211500
12116,3,65854,132654,1211600
12117,6,65851,132539,1211700
12118,8,65852,133816,1211800
12119,5,62711,134585,1211900
12120,5,62706,134582,1212000
12121,6,62707,132540,1212100
12122,3,75272,132638,1212200
12123,8,69176,132939,1212300
12124,5,62741,134582,1212400
12125,8,65848,132939,1212500
12126,6,65847,132540,1212600
12127,5,62715,134583,1212700
12128,4,68129,132505,1212800
12129,3,68128,132638,1212900
12130,6,62720,132535,1213000
12131,11,62764,135612,1213100
12132,11,62766,135593,1213200
12133,11,62789,254787,1213300
12134,11,61685,254469,1213400
12135,11,62790,304104,1213500
12136,11,65153,313914,1213600
12137,13,62881,134955,1213700
12138,11,62890,132422,1213800
12139,11,62902,135202,1213900
12140,11,62906,135576,1214000
12141,11,115248,613954,1214100
12142,11,62929,304104,1214200
12143,11,159330,135280,1214300
12144,11,62961,133489,1214400
12145,11,63051,135351,1214500
12146,11,63077,135168,1214600
12147,12,169080,135612,1214700
12148,0,63116,133436,1214800
12149,11,63202,135274,1214900
12150,11,63226,132395,1215000
12151,11,63233,132395,1215100
12152,13,63273,306622,1215200
12153,11,64744,237255,1215300
12154,5,64844,343668,1215400
12155,1,64561,340344,1215500
12156,3,65307,340335,1215600
12157,7,64666,236988,1215700
12158,8,132804,132974,1215800
12159,11,64743,135715,1215900
12160,3,64845,343665,1216000
12161,11,64741,135220,1216100
12162,5,64722,343668,1216200
12163,6,74852,343663,1216300
12164,4,109275,341558,1216400
12165,7,64724,343664,1216500
12166,6,64665,132554,1216600
12167,11,64739,135217,1216700
12168,11,64740,133563,1216800
12169,0,64650,342518,1216900
12170,6,64579,341559,1217000
12171,4,64562,340331,1217100
12172,11,64737,135715,1217200
12173,4,64847,343662,1217300
12174,4,64699,342513,1217400
12175,5,64662,342519,1217500
12176,11,63334,135274,1217600
12177,3,64854,343665,1217700
12178,5,64563,312652,1217800
12179,0,64951,133112,1217900
12180,7,64696,236986,1218000
12181,13,64881,135000,1218100
12182,5,64621,134595,1218200
12183,0,64946,342518,1218300
12184,3,64616,341560,1218400
12185,3,64679,342516,1218500
12186,11,64757,135301,1218600
12187,8,64581,341561,1218700
12188,1,64718,237458,1218800
12189,0,178228,340340,1218900
12190,6,64701,132554,1219000
12191,9,64647,133763,1219100
12192,1,64607,341563,1219200
12193,5,64712,342519,1219300
12194,8,64682,132985,1219400
12195,8,64564,132985,1219500
12196,11,64750,135310,1219600
12197,11,64749,132479,1219700
12198,3,64533,340335,1219800
12199,9,64648,133768,1219900
12200,8,73287,343666,1220000
12201,12,64748,135524,1220100
12202,11,65164,237254,1220200
12203,11,64746,135714,1220300
12204,1,64558,340344,1220400
12205,0,178465,341562,1220500
12206,0,64950,343667,1220600
12207,12,64745,135481,1220700
12208,4,64856,343662,1220800
12209,1,64606,341563,1220900
12210,8,132813,343666,1221000
12211,11,63366,135565,1221100
12212,11,63405,133489,1221200
12213,11,63787,313914,1221300
12214,6,63886,340523,1221400
12215,5,64241,340541,1221500
12216,6,65408,341559,1221600
12217,6,65681,340332,1221700
12218,6,63541,336773,1221800
12219,6,64885,351059,1221900
12220,6,64822,336774,1222000
12221,5,64486,340342,1222100
12222,5,63540,336787,1222200
12223,5,64862,351064,1222300
12224,5,64821,336788,1222400
12225,5,63914,340855,1222500
12226,5,63443,337695,1222600
12227,6,63934,341222,1222700
12228,6,63444,337684,1222800
12229,7,63430,133334,1222900
12230,11,64393,318343,1223000
12231,13,63463,237453,1223100
12232,11,63448,135641,1223200
12233,3,63559,236993,1223300
12234,0,65132,343667,1223400
12235,7,63561,337686,1223500
12236,11,64646,311602,1223600
12237,13,65030,307585,1223700
12238,4,63899,340519,1223800
12239,8,64494,340337,1223900
12240,1,64899,340856,1224000
12241,12,64371,326445,1224100
12242,11,64669,319208,1224200
12243,0,178592,343667,1224300
12244,1,64398,336789,1224400
12245,1,63883,340545,1224500
12246,11,64342,316362,1224600
12247,7,63901,340333,1224700
12248,8,64890,336780,1224800
12249,3,64490,340334,1224900
12250,11,64508,321296,1225000
12251,7,64824,336775,1225100
12252,3,63538,336777,1225200
12253,1,63566,349759,1225300
12254,0,64160,341770,1225400
12255,4,63913,343662,1225500
12256,8,63902,340534,1225600
12257,9,64300,348279,1225700
12258,4,64884,351058,1225800
12259,11,64681,324966,1225900
12260,8,63543,315277,1226000
12261,1,64819,336790,1226100
12262,0,64488,340339,1226200
12263,3,63912,340853,1226300
12264,11,64514,326444,1226400
12265,7,64886,351060,1226500
12266,7,109684,341767,1226600
12267,12,64357,319745,1226700
12268,12,65744,310107,1226800
12269,11,110799,311122,1226900
12270,4,63563,337682,1227000
12271,8,63952,337689,1227100
12272,3,64825,336778,1227200
12273,11,63548,132400,1227300
12274,11,63806,308703,1227400
12275,11,64153,325908,1227500
12276,11,64152,325908,1227600
12277,11,64954,237252,1227700
12278,11,64158,237253,1227800
12279,1,106770,351066,1227900
12280,0,63931,340854,1228000
12281,4,107389,341765,1228100
12282,8,64864,351062,1228200
12283,13,65056,329349,1228300
12284,4,64422,336772,1228400
12285,11,64546,315122,1228500
12286,4,64492,340330,1228600
12287,11,64557,318734,1228700
12288,0,64427,336781,1228800
12289,3,64523,236993,1228900
12290,8,64776,337689,1229000
12291,0,178593,343667,1229100
12292,5,64568,337695,1229200
12293,1,64618,349759,1229300
12294,3,63692,336777,1229400
12295,8,63693,336780,1229500
12296,0,63690,336781,1229600
12297,5,63691,336787,1229700
12298,3,63611,337688,1229800
12299,8,63616,337690,1229900
12300,0,64594,337691,1230000
12301,5,63613,337694,1230100
12302,1,63609,349760,1230200
12303,1,63689,336789,1230300
12304,3,64730,340334,1230400
12305,8,63487,340337,1230500
12306,0,64446,340339,1230600
12307,5,64458,340342,1230700
12308,1,63480,340343,1230800
12309,8,63517,336779,1230900
12310,0,65130,343667,1231000
12311,5,64812,336788,1231100
12312,1,63510,336790,1231200
12313,3,63512,336778,1231300
12314,11,63621,133040,1231400
12315,12,169081,135612,1231500
12316,11,63625,133489,1231600
12317,11,63638,133040,1231700
12318,11,63639,133040,1231800
12319,11,63640,133040,1231900
12320,11,63641,133040,1232000
12321,11,63642,133040,1232100
12322,11,63643,133040,1232200
12323,11,63644,133040,1232300
12324,11,63645,132392,1232400
12325,11,63646,132392,1232500
12326,11,63647,132392,1232600
12327,11,63648,132392,1232700
12328,11,63649,132392,1232800
12329,12,169082,135610,1232900
12330,12,169083,135610,1233000
12331,12,169084,135610,1233100
12332,11,63654,135274,1233200
12333,11,63666,135274,1233300
12334,11,63667,135274,1233400
12335,11,63668,135274,1233500
12336,12,69865,135493,1233600
12337,12,69866,135493,1233700
12338,12,69867,332404,1233800
12339,12,69868,135493,1233900
12340,1,64496,340343,1234000
12341,3,64162,341768,1234100
12342,11,64440,134479,1234200
12343,7,63916,340852,1234300
12344,8,64214,341769,1234400
12345,3,64865,351061,1234500
12346,11,64379,313448,1234600
12347,11,64500,312462,1234700
12348,11,64337,308643,1234800
12349,11,64677,324966,1234900
12350,8,64823,336779,1235000
12351,11,64769,132477,1235100
12352,1,64605,341563,1235200
12353,8,64830,336780,1235300
12354,0,64693,342518,1235400
12355,0,64863,351063,1235500
12356,11,64768,135712,1235600
12357,12,64700,319745,1235700
12358,0,178229,340340,1235800
12359,1,64813,343669,1235900
12360,11,64767,135303,1236000
12361,8,99760,132959,1236100
12362,3,64565,132689,1236200
12363,13,63750,135003,1236300
12364,11,63754,135304,1236400
12365,11,63784,133489,1236500
12366,11,63807,306225,1236600
12367,11,64766,307037,1236700
12368,7,73293,343664,1236800
12369,1,64698,342520,1236900
12370,8,63817,340018,1237000
12371,0,64286,340019,1237100
12372,5,63802,340020,1237200
12373,3,64288,340017,1237300
12374,1,63798,340021,1237400
12375,11,63854,135304,1237500
12376,11,63855,135304,1237600
12377,11,63859,135289,1237700
12378,12,64765,135559,1237800
12379,4,109248,341558,1237900
12380,7,64367,236962,1238000
12381,3,64608,341560,1238100
12382,11,64764,132481,1238200
12383,11,64763,135720,1238300
12384,5,64553,312652,1238400
12385,3,64836,343665,1238500
12386,11,64762,135216,1238600
12387,8,64295,340537,1238700
12388,0,64892,340540,1238800
12389,5,64269,340544,1238900
12390,3,64858,340533,1239000
12391,1,64893,340548,1239100
12392,11,64761,132475,1239200
12393,7,60732,236990,1239300
12394,3,64716,340853,1239400
12395,11,64758,135589,1239500
12396,3,64703,342516,1239600
12397,0,178466,341562,1239700
12398,3,64559,340335,1239800
12399,11,64756,135300,1239900
12400,11,64755,133558,1240000
12401,8,64704,309798,1240100
12402,6,132814,236949,1240200
12403,6,132802,340332,1240300
12404,15,179866,134570,1240400
12405,3,64547,340335,1240500
12406,4,109325,341558,1240600
12407,7,64373,236960,1240700
12408,11,64754,135696,1240800
12409,1,64999,340856,1240900
12410,5,64633,340855,1241000
12411,0,64630,340854,1241100
12412,8,64108,336780,1241200
12413,3,64103,340853,1241300
12414,7,63542,336776,1241400
12415,8,64369,341769,1241500
12416,0,64258,341770,1241600
12417,5,64255,341771,1241700
12418,3,64167,341768,1241800
12419,1,64183,341772,1241900
12420,11,64472,313914,1242000
12421,11,64535,319744,1242100
12422,4,64820,336771,1242200
12423,11,64879,338484,1242300
12424,6,132805,341222,1242400
12425,7,64474,336775,1242500
12426,3,64242,340530,1242600
12427,15,179867,134560,1242700
12428,11,64390,313448,1242800
12429,11,64996,322118,1242900
12430,11,64531,309182,1243000
12431,11,64520,312946,1243100
12432,11,64334,309671,1243200
12433,11,64008,133040,1243300
12434,11,64009,134707,1243400
12435,11,64019,135575,1243500
12436,11,64030,135358,1243600
12437,12,169085,327738,1243700
12438,1,63978,341772,1243800
12439,5,65037,351065,1243900
12440,12,64360,317258,1244000
12441,12,133292,135431,1244100
12442,11,63834,318343,1244200
12443,0,117575,343667,1244300
12444,3,63473,337688,1244400
12445,6,63533,336773,1244500
12446,11,64649,311602,1244600
12447,7,64799,337687,1244700
12448,5,63478,337694,1244800
12449,4,63823,340014,1244900
12450,8,63526,340337,1245000
12451,13,65029,307585,1245100
12452,1,65000,340856,1245200
12453,8,63498,336779,1245300
12454,4,63474,337683,1245400
12455,11,64678,324966,1245500
12456,5,64674,340855,1245600
12457,6,63476,337685,1245700
12458,0,161708,351063,1245800
12459,3,64279,340017,1245900
12460,7,63525,336775,1246000
12461,6,132808,341222,1246100
12462,12,64356,310107,1246200
12463,0,64587,337691,1246300
12464,11,64671,319208,1246400
12465,1,63820,340021,1246500
12466,5,64832,336788,1246600
12467,1,64431,336789,1246700
12468,3,64507,340334,1246800
12469,8,111701,336780,1246900
12470,7,63826,340016,1247000
12471,6,65187,351059,1247100
12472,7,63497,336775,1247200
12473,3,63530,336777,1247300
12474,1,63471,349760,1247400
12475,0,64224,341770,1247500
12476,8,63827,340018,1247600
12477,4,109331,343662,1247700
12478,7,63534,336776,1247800
12479,4,65186,351058,1247900
12480,11,64536,319744,1248000
12481,1,63491,336790,1248100
12482,8,63535,315277,1248200
12483,11,64683,324966,1248300
12484,0,64503,340339,1248400
12485,3,64695,340853,1248500
12486,11,64515,326444,1248600
12487,7,63969,341767,1248700
12488,7,65184,351060,1248800
12489,4,63494,336771,1248900
12490,3,64838,336778,1249000
12491,8,63477,337690,1249100
12492,11,110797,311122,1249200
12493,5,63824,340020,1249300
12494,5,64502,340342,1249400
12495,5,63532,336787,1249500
12496,1,107131,351066,1249600
12497,6,63825,340015,1249700
12498,0,64692,340854,1249800
12499,4,109302,341765,1249900
12500,8,65169,351062,1250000
12501,4,63523,340330,1250100
12502,4,63956,336772,1250200
12503,11,64511,312462,1250300
12504,6,63496,336774,1250400
12505,0,64429,336781,1250500
12506,1,63520,340343,1250600
12507,3,64860,341768,1250700
12508,7,64690,340852,1250800
12509,8,64383,341769,1250900
12510,3,65173,351061,1251000
12511,11,64554,313448,1251100
12512,13,65055,329349,1251200
12513,11,64521,312946,1251300
12514,11,64997,322118,1251400
12515,11,64313,321296,1251500
12516,0,64043,136182,1251600
12517,11,64049,135131,1251700
12518,11,64050,135145,1251800
12519,11,64471,313914,1251900
12520,11,64516,321296,1252000
12521,4,63513,336771,1252100
12522,6,111247,341222,1252200
12523,4,107110,341765,1252300
12524,7,65224,351060,1252400
12525,12,70529,310107,1252500
12526,4,63688,336772,1252600
12527,3,64408,336777,1252700
12528,6,63485,340332,1252800
12529,4,65226,351058,1252900
12530,7,107111,341767,1253000
12531,3,64775,236993,1253100
12532,6,126248,337684,1253200
12533,7,63516,336775,1253300
12534,11,64675,319208,1253400
12535,13,64409,307704,1253500
12536,4,63483,340330,1253600
12537,7,64107,340852,1253700
12538,0,161709,351063,1253800
12539,11,64321,325906,1253900
12540,7,64772,337686,1254000
12541,6,64296,340526,1254100
12542,11,64341,308703,1254200
12543,11,64499,312462,1254300
12544,6,63515,336774,1254400
12545,11,64073,135289,1254500
12546,3,64456,340334,1254600
12547,3,65228,351061,1254700
12548,8,65230,351062,1254800
12549,5,65231,351064,1254900
12550,1,107130,351066,1255000
12551,11,64086,135351,1255100
12552,11,64330,308703,1255200
12553,3,64350,340530,1255300
12554,7,63486,336775,1255400
12555,11,64336,308643,1255500
12556,4,64774,337682,1255600
12557,11,110795,326803,1255700
12558,11,64506,326444,1255800
12559,6,65259,351059,1255900
12560,7,69480,340529,1256000
12561,3,64442,340334,1256100
12562,11,64656,314894,1256200
12563,4,109252,340521,1256300
12564,11,64540,309422,1256400
12565,11,64382,313448,1256500
12566,6,132799,336773,1256600
12567,1,64706,349760,1256700
12568,5,64603,337694,1256800
12569,0,64601,337691,1256900
12570,8,132803,337690,1257000
12571,3,64600,337688,1257100
12572,3,64732,340334,1257200
12573,1,64895,340545,1257300
12574,0,65647,357245,1257400
12575,5,64212,341771,1257500
12576,1,63809,340021,1257600
12577,3,64276,340017,1257700
12578,5,63813,340020,1257800
12579,0,64274,340019,1257900
12580,8,132798,340018,1258000
12581,3,63210,236993,1258100
12582,0,178594,343667,1258200
12583,8,63215,337689,1258300
12584,5,63212,337695,1258400
12585,1,63209,349759,1258500
12586,0,64281,340019,1258600
12587,5,65172,351064,1258700
12588,1,63963,341772,1258800
12589,5,64385,341771,1258900
12590,5,64697,340855,1259000
12591,8,63910,340535,1259100
12592,0,64897,340538,1259200
12593,5,64246,340542,1259300
12594,3,64859,340531,1259400
12595,1,64896,340546,1259500
12596,0,65131,343667,1259600
12597,3,63493,336778,1259700
12598,3,69523,340334,1259800
12599,12,64995,317258,1259900
12600,4,65289,343662,1260000
12601,6,65290,344540,1260100
12602,7,65296,344541,1260200
12603,4,65443,347850,1260300
12604,6,65291,351028,1260400
12605,4,65179,236930,1260500
12606,6,65182,132562,1260600
12607,7,65178,348767,1260700
12608,4,65459,344555,1260800
12609,6,65461,344556,1260900
12610,7,65458,344557,1261000
12611,4,65239,236940,1261100
12612,6,65241,236949,1261200
12613,7,65244,347737,1261300
12614,4,65240,236941,1261400
12615,6,65242,337684,1261500
12616,7,65245,132616,1261600
12617,6,65444,341559,1261700
12618,7,65445,307766,1261800
12619,4,65200,346945,1261900
12620,6,65201,346946,1262000
12621,7,65199,346947,1262100
12622,4,65236,236930,1262200
12623,6,65237,132550,1262300
12624,7,65238,236991,1262400
12625,6,64372,341766,1262500
12626,9,64323,133772,1262600
12627,11,64654,314894,1262700
12628,12,169086,327738,1262800
12629,11,65309,325906,1262900
12630,11,65310,325906,1263000
12631,11,65314,326802,1263100
12632,11,65312,326802,1263200
12633,11,65315,327844,1263300
12634,11,65082,327844,1263400
12635,12,65318,326010,1263500
12636,12,65317,326010,1263600
12637,11,65320,326874,1263700
12638,11,65325,326874,1263800
12639,11,65323,326874,1263900
12640,11,65332,327842,1264000
12641,11,65331,327842,1264100
12642,11,65333,327737,1264200
12643,11,65334,327737,1264300
12644,11,65324,326874,1264400
12645,12,65366,328484,1264500
12646,12,65335,326445,1264600
12647,12,65337,326445,1264700
12648,3,65246,236993,1264800
12649,8,65247,307702,1264900
12650,0,65248,343667,1265000
12651,5,65249,134703,1265100
12652,1,65579,237466,1265200
12653,3,65162,348768,1265300
12654,8,65152,309799,1265400
12655,0,65154,133108,1265500
12656,5,65157,134652,1265600
12657,1,65649,357262,1265700
12658,11,65166,327737,1265800
12659,11,65167,327737,1265900
12660,11,65357,325907,1266000
12661,11,65361,325907,1266100
12662,11,65343,326804,1266200
12663,11,65342,326804,1266300
12664,11,117607,326803,1266400
12665,11,117759,326803,1266500
12666,11,65377,327160,1266600
12667,11,65378,327160,1266700
12668,11,65390,327843,1266800
12669,11,65385,327843,1266900
12670,12,169087,327738,1267000
12671,12,169088,327738,1267100
12672,12,65370,328484,1267200
12673,11,65379,306562,1267300
12674,11,65380,306562,1267400
12675,13,65581,306622,1267500
12676,11,65327,327842,1267600
12677,11,65330,327842,1267700
12678,3,65463,344558,1267800
12679,8,65464,344559,1267900
12680,0,65919,344560,1268000
12681,5,65465,344561,1268100
12682,1,65214,344562,1268200
12683,3,65274,344542,1268300
12684,8,65279,344543,1268400
12685,0,117270,344544,1268500
12686,5,65282,344545,1268600
12687,1,65285,344546,1268700
12688,3,65271,347738,1268800
12689,8,65272,341561,1268900
12690,0,65270,347740,1269000
12691,5,65273,347741,1269100
12692,1,65268,347742,1269200
12693,11,65382,327736,1269300
12694,11,65646,327736,1269400
12695,3,65447,347852,1269500
12696,8,65952,344543,1269600
12697,0,65281,347854,1269700
12698,5,65451,347855,1269800
12699,1,65286,347856,1269900
12700,8,65452,344543,1270000
12701,3,65198,346948,1270100
12702,8,65188,346949,1270200
12703,0,65195,346950,1270300
12704,5,65203,346951,1270400
12705,1,65197,342520,1270500
12706,3,65218,132732,1270600
12707,8,65219,132972,1270700
12708,0,65221,344560,1270800
12709,5,65223,342519,1270900
12710,1,65595,135072,1271000
12711,11,65363,325907,1271100
12712,11,65401,326804,1271200
12713,11,65340,326804,1271300
12714,11,65372,327160,1271400
12715,11,65376,327160,1271500
12716,11,65389,327843,1271600
12717,11,65388,327843,1271700
12718,11,110791,326803,1271800
12719,11,110796,326803,1271900
12720,12,65371,328484,1272000
12721,12,65369,328484,1272100
12722,13,65582,306622,1272200
12723,10,58691,135026,1272300
12724,12,133293,328483,1272400
12725,3,65275,351030,1272500
12726,8,65277,343666,1272600
12727,0,65284,351032,1272700
12728,5,65283,341771,1272800
12729,1,65288,351034,1272900
12730,3,65251,346948,1273000
12731,8,65252,132985,1273100
12732,0,65253,133194,1273200
12733,5,65266,134703,1273300
12734,1,65267,351034,1273400
12735,12,64358,319745,1273500
12736,4,109326,343662,1273600
12737,12,169089,327738,1273700
12738,11,64335,308643,1273800
12739,9,46455,133771,1273900
12740,3,64731,340334,1274000
12741,1,64271,340548,1274100
12742,3,64270,340533,1274200
12743,0,64268,340540,1274300
12744,3,64196,341768,1274400
12745,7,64405,336776,1274500
12746,11,110794,326803,1274600
12747,11,64645,311602,1274700
12748,13,64415,307883,1274800
12749,11,64485,313914,1274900
12750,11,64352,309671,1275000
12751,11,64518,312946,1275100
12752,11,64172,316362,1275200
12753,12,64370,326445,1275300
12754,11,64651,311602,1275400
12755,13,64417,307883,1275500
12756,3,64312,340017,1275600
12757,8,63588,340337,1275700
12758,6,63614,337685,1275800
12759,4,63612,337683,1275900
12760,5,64200,341771,1276000
12761,0,65160,340339,1276100
12762,1,63552,336789,1276200
12763,7,63615,337687,1276300
12764,0,64302,340019,1276400
12765,1,63596,340343,1276500
12766,11,64653,314894,1276600
12767,6,64198,341766,1276700
12768,3,64168,341768,1276800
12769,1,63789,340021,1276900
12770,4,63792,340014,1277000
12771,11,64657,314894,1277100
12772,11,64539,319744,1277200
12773,3,64476,340334,1277300
12774,7,63795,340016,1277400
12775,8,64377,341769,1277500
12776,11,64512,326444,1277600
12777,5,63793,340020,1277700
