ID,RaceID,ClassID,SexID,OutfitID,ItemID[0],ItemID[1],ItemID[2],ItemID[3],ItemID[4],ItemID[5],ItemID[6],ItemID[7],ItemID[8],ItemID[9],ItemID[10],ItemID[11],ItemID[12],ItemID[13],ItemID[14],ItemID[15],ItemID[16],ItemID[17],ItemID[18],ItemID[19],ItemID[20],ItemID[21],ItemID[22],ItemID[23],DisplayItemID[0],DisplayItemID[1],DisplayItemID[2],DisplayItemID[3],DisplayItemID[4],DisplayItemID[5],DisplayItemID[6],DisplayItemID[7],DisplayItemID[8],DisplayItemID[9],DisplayItemID[10],DisplayItemID[11],DisplayItemID[12],DisplayItemID[13],DisplayItemID[14],DisplayItemID[15],DisplayItemID[16],DisplayItemID[17],DisplayItemID[18],DisplayItemID[19],DisplayItemID[20],DisplayItemID[21],DisplayItemID[22],DisplayItemID[23],InventoryType[0],InventoryType[1],InventoryType[2],InventoryType[3],InventoryType[4],InventoryType[5],InventoryType[6],InventoryType[7],InventoryType[8],InventoryType[9],InventoryType[10],InventoryType[11],InventoryType[12],InventoryType[13],InventoryType[14],InventoryType[15],InventoryType[16],InventoryType[17],InventoryType[18],InventoryType[19],InventoryType[20],InventoryType[21],InventoryType[22],InventoryType[23],PetDisplayID,PetFamilyID
358,4,6,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,117245,51501,49738,51494,-1,51500,51498,51497,51499,51496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,16,5,-1,9,10,6,7,8,2,11,18,18,18,18,11,-1,0,0,-1,-1,-1,-1,0,0
359,4,6,1,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,117245,51501,49738,51494,-1,51500,51498,51497,51499,51496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,16,5,-1,9,10,6,7,8,2,11,18,18,18,18,11,-1,0,0,-1,-1,-1,-1,0,0
408,4,8,0,0,52553,1395,52554,35,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65793,1882,65794,472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,8,17,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
409,4,8,1,0,52553,1395,52554,35,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65793,1882,65794,472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,8,17,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
432,4,10,0,0,0,72019,72020,77526,73209,77509,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,105341,105342,105156,104627,105152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,9,17,6,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
433,4,10,1,0,0,72019,72020,77526,73209,77509,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,105341,105342,105156,104627,105152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,9,17,6,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
286,4,11,0,0,3661,6123,6124,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18530,12683,9724,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,20,7,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
287,4,11,1,0,3661,6123,6124,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18530,12683,9724,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,20,7,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
30,5,1,0,0,58231,39,40,49778,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33310,9892,10141,2380,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,8,17,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
58,5,1,1,0,58231,39,40,49778,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33310,9892,10141,2380,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,8,17,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
418,5,3,0,0,58232,147,129,0,23347,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9976,9975,9977,-1,10671,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,8,-1,26,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,368,3
419,5,3,1,0,58232,147,129,0,23347,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9976,9975,9977,-1,10671,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,8,-1,26,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,368,3
31,5,4,0,0,2092,58234,48,47,0,50055,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704,9906,9913,9915,-1,2704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,5,7,8,-1,22,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
59,5,4,1,0,2092,58234,48,47,0,50055,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704,9906,9913,9915,-1,2704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,5,7,8,-1,22,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
32,5,5,0,0,6144,0,52,35,0,0,51,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12680,-1,9945,472,-1,-1,9946,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,7,17,-1,-1,8,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
60,5,5,1,0,6144,0,52,35,0,0,51,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12680,-1,9945,472,-1,-1,9946,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,7,17,-1,-1,8,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
360,5,6,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,117245,51501,49738,51494,-1,51500,51498,51497,51499,51496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,16,5,-1,9,10,6,7,8,2,11,18,18,18,18,11,-1,0,0,-1,-1,-1,-1,0,0
361,5,6,1,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,117245,51501,49738,51494,-1,51500,51498,51497,51499,51496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,16,5,-1,9,10,6,7,8,2,11,18,18,18,18,11,-1,0,0,-1,-1,-1,-1,0,0
34,5,8,0,0,6140,1395,0,35,55,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12649,1882,-1,472,9929,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,-1,17,8,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
61,5,8,1,0,6140,1395,0,35,55,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12649,1882,-1,472,9929,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,-1,17,8,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
33,5,9,0,0,6129,1396,59,35,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12646,2201,3261,472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,8,17,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4449,23
62,5,9,1,0,6129,1396,59,35,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12646,2201,3261,472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,8,17,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4449,23
444,5,10,0,0,0,72019,72020,77526,73209,77509,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,105341,105342,105156,104627,105152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,9,17,6,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
445,5,10,1,0,0,72019,72020,77526,73209,77509,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,105341,105342,105156,104627,105152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,9,17,6,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
27,6,1,0,0,58245,139,140,12282,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9995,9988,65781,22291,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,8,17,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
63,6,1,1,0,58245,139,140,12282,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9995,9988,65781,22291,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,8,17,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
412,6,2,0,0,58248,52549,2361,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65792,14247,8688,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,17,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
413,6,2,1,0,58248,52549,2361,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65792,14247,8688,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,17,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
15,6,3,0,0,58247,6137,6948,0,6138,2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10112,10114,-1,-1,10115,8106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,0,-1,8,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29057,12
64,6,3,1,0,58247,6137,6948,0,6138,2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10112,10114,-1,-1,10115,8106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,0,-1,8,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29057,12
414,6,5,0,0,52547,52680,35,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16514,19030,472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,17,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
415,6,5,1,0,52547,52680,35,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16514,19030,472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,17,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
348,6,6,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,117245,51501,49738,51494,-1,51500,51498,51497,51499,51496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,16,5,-1,9,10,6,7,8,2,11,18,18,18,18,11,-1,0,0,-1,-1,-1,-1,0,0
349,6,6,1,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,117245,51501,49738,51494,-1,51500,51498,51497,51499,51496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,16,5,-1,9,10,6,7,8,2,11,18,18,18,18,11,-1,0,0,-1,-1,-1,-1,0,0
29,6,7,0,0,52544,52545,6948,36,0,0,2362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65777,14247,-1,5194,-1,-1,18730,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,0,21,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
66,6,7,1,0,52544,52545,6948,36,0,0,2362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65777,14247,-1,5194,-1,-1,18730,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,0,21,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
440,6,10,0,0,0,72019,72020,77526,73209,77509,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,105341,105342,105156,104627,105152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,9,17,6,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
441,6,10,1,0,0,72019,72020,77526,73209,77509,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,105341,105342,105156,104627,105152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,9,17,6,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
284,6,11,0,0,35,6139,6124,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,12684,9724,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,20,7,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
285,6,11,1,0,35,6139,6124,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,12684,9724,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,20,7,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
291,7,1,0,0,58231,39,40,0,49778,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33310,9892,10141,-1,2380,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,8,-1,17,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
314,7,1,1,0,58231,39,40,0,49778,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33310,9892,10141,-1,2380,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,8,-1,17,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
293,7,4,0,0,58234,48,47,25,50055,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9906,9913,9915,1542,2704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,8,21,22,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
304,7,4,1,0,58234,48,47,25,50055,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9906,9913,9915,1542,2704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,8,21,22,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
406,7,5,0,0,6098,52,0,51,35,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12679,9945,-1,9946,472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,-1,8,17,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
407,7,5,1,0,6098,52,0,51,35,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12679,9945,-1,9946,472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,-1,8,17,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
350,7,6,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,117245,51501,49738,51494,-1,51500,51498,51497,51499,51496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,16,5,-1,9,10,6,7,8,2,11,18,18,18,18,11,-1,0,0,-1,-1,-1,-1,0,0
351,7,6,1,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,117245,51501,49738,51494,-1,51500,51498,51497,51499,51496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,16,5,-1,9,10,6,7,8,2,11,18,18,18,18,11,-1,0,0,-1,-1,-1,-1,0,0
294,7,8,0,0,56,1395,0,55,0,35,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12647,1882,-1,9929,-1,472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,-1,8,-1,17,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
306,7,8,1,0,56,1395,0,55,0,35,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12647,1882,-1,9929,-1,472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,7,-1,8,-1,17,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
295,7,9,0,0,57,0,1396,59,35,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12645,-1,2201,3261,472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,7,8,17,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4449,23
308,7,9,1,0,57,0,1396,59,35,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12645,-1,2201,3261,472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,7,8,17,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4449,23
460,7,10,0,0,0,72019,72020,77526,73209,77509,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,105341,105342,105156,104627,105152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,9,17,6,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
461,7,10,1,0,0,72019,72020,77526,73209,77509,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,105341,105342,105156,104627,105152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,9,17,6,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
292,8,1,0,0,12282,140,58245,139,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22291,65781,9995,9988,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,8,5,7,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
316,8,1,1,0,12282,140,58245,139,0,0,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22291,65781,9995,9988,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,8,5,7,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
297,8,3,0,0,0,0,0,0,2504,6137,58247,6138,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,8106,10114,10112,10115,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,7,5,8,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23518,11
310,8,3,1,0,0,0,0,0,2504,6137,58247,6138,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,8106,10114,10112,10115,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,7,5,8,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23518,11
296,8,4,0,0,2092,0,58246,120,121,50055,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704,-1,10005,10006,10008,2704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,5,7,8,22,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
309,8,4,1,0,2092,0,58246,120,121,50055,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704,-1,10005,10006,10008,2704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,5,7,8,22,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
298,8,5,0,0,35,0,0,52547,0,52680,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,-1,-1,16514,-1,19030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,-1,20,-1,7,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
311,8,5,1,0,35,0,0,52547,0,52680,0,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,-1,-1,16514,-1,19030,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,-1,20,-1,7,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
362,8,6,0,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,117245,51501,49738,51494,-1,51500,51498,51497,51499,51496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,16,5,-1,9,10,6,7,8,2,11,18,18,18,18,11,-1,0,0,-1,-1,-1,-1,0,0
363,8,6,1,0,34652,34655,34659,34650,0,34653,34649,34651,34656,34648,34657,34658,38145,38145,38145,38145,38147,0,41751,40582,0,0,0,0,117245,51501,49738,51494,-1,51500,51498,51497,51499,51496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,16,5,-1,9,10,6,7,8,2,11,18,18,18,18,11,-1,0,0,-1,-1,-1,-1,0,0
300,8,7,0,0,36,0,0,52544,52545,2362,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5194,-1,-1,65777,14247,18730,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,-1,-1,20,7,14,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
